teamstatspk,Team,games_played,wins,losses,win_percentage,Min,points,field_goals_made,field_goals_attempted,field_goal_percentage,three_pointers_made,three_pointers_attempted,three_point_percentage,free_throws_made,free_throw_attempted,free_throw_percentage,offensive_rebounds,defensive_rebounds,rebounds,assists,turnovers,steals,blocks,blocks_attempted,personal_fouls,personal_fouls_drawn,plus_minus,season
513,Detroit Pistons,82,53,29,0.646,3976,7872,2942,6484,45.4,449,1305,34.4,1539,1988,77.4,948,2374,3322,1768,1001,583,472,290,1672,1668,341,2006-07
514,Houston Rockets,82,52,30,0.634,3971,7953,2906,6528,44.5,705,1893,37.2,1436,1906,75.3,880,2673,3553,1704,1162,583,337,353,1710,1631,398,2006-07
515,Utah Jazz,82,51,31,0.622,3961,8322,3069,6471,47.4,354,1056,33.5,1830,2462,74.3,1030,2456,3486,2024,1277,577,339,438,2067,2010,235,2006-07
516,Cleveland Cavaliers,82,50,32,0.61,3976,7934,2978,6658,44.7,494,1404,35.2,1484,2133,69.6,1039,2529,3568,1708,1177,625,353,349,1781,1804,314,2006-07
517,Chicago Bulls,82,49,33,0.598,3956,8100,3046,6663,45.7,480,1237,38.8,1528,2083,73.4,984,2597,3581,1832,1310,639,445,433,1908,1900,411,2006-07
518,Toronto Raptors,82,47,35,0.573,3951,8157,3032,6547,46.3,531,1464,36.3,1562,1983,78.8,755,2480,3235,1822,1104,581,321,317,1672,1786,81,2006-07
519,Denver Nuggets,82,45,37,0.549,3956,8639,3164,6805,46.5,484,1440,33.6,1827,2449,74.6,1001,2558,3559,1920,1352,678,435,424,1756,1946,133,2006-07
520,Miami Heat,82,44,38,0.537,3971,7759,2919,6288,46.4,528,1539,34.3,1393,2019,69,817,2526,3343,1681,1201,566,442,314,1749,1790,-75,2006-07
521,Golden State Warriors,82,42,40,0.512,3951,8737,3261,7048,46.3,700,1966,35.6,1515,2113,71.7,941,2455,3396,1950,1309,750,466,399,1933,1832,-28,2006-07
522,Los Angeles Lakers,82,42,40,0.512,4006,8474,3103,6664,46.6,608,1724,35.3,1660,2221,74.7,886,2495,3381,1850,1273,600,421,409,1889,1916,-6,2006-07
523,New Jersey Nets,82,41,41,0.5,3976,8001,2913,6379,45.7,609,1676,36.3,1566,2153,72.7,822,2525,3347,1962,1212,499,273,369,1869,1886,-63,2006-07
524,Washington Wizards,82,41,41,0.5,3966,8556,3070,6820,45,561,1614,34.8,1855,2425,76.5,998,2379,3377,1660,1133,635,375,380,1823,1927,-42,2006-07
525,Los Angeles Clippers,82,40,42,0.488,3946,7843,2880,6318,45.6,314,903,34.8,1769,2245,78.8,888,2484,3372,1762,1239,596,472,321,1858,1829,-38,2006-07
526,Orlando Magic,82,40,42,0.488,3956,7771,2875,6090,47.2,342,962,35.6,1679,2393,70.2,920,2418,3338,1525,1392,565,416,376,1904,1921,64,2006-07
527,New Orleans/Oklahoma City Hornets,82,39,43,0.476,3976,7833,2971,6674,44.5,455,1256,36.2,1436,1941,74,1025,2512,3537,1537,1187,522,347,392,1620,1733,-129,2006-07
528,Indiana Pacers,82,35,47,0.427,3956,7840,2872,6561,43.8,481,1389,34.6,1615,2125,76,990,2441,3431,1680,1335,599,447,410,1912,1942,-200,2006-07
529,Philadelphia 76ers,82,35,47,0.427,3976,7785,2932,6408,45.8,284,823,34.5,1637,2135,76.7,899,2353,3252,1669,1258,590,390,320,1671,1801,-248,2006-07
530,Charlotte Bobcats,82,33,49,0.402,4001,7945,2960,6643,44.6,457,1280,35.7,1568,2136,73.4,920,2346,3266,1836,1224,638,369,437,1985,1786,-307,2006-07
531,New York Knicks,82,33,49,0.402,4001,7994,2903,6356,45.7,474,1370,34.6,1714,2396,71.5,1032,2516,3548,1532,1405,543,260,406,1932,1875,-234,2006-07
532,Sacramento Kings,82,33,49,0.402,3961,8303,2941,6532,45,530,1513,35,1891,2473,76.5,797,2396,3193,1665,1194,671,265,405,1792,1990,-148,2006-07
533,Minnesota Timberwolves,82,32,50,0.39,4001,7877,2997,6502,46.1,384,1089,35.3,1499,1892,79.2,819,2473,3292,1848,1278,532,325,360,1758,1679,-301,2006-07
534,Portland Trail Blazers,82,32,50,0.39,3991,7717,2874,6392,45,426,1232,34.6,1543,2006,76.9,923,2299,3222,1513,1236,555,380,380,1931,1750,-352,2006-07
535,Seattle SuperSonics,82,31,51,0.378,3966,8130,3047,6628,46,525,1451,36.2,1511,1911,79.1,928,2322,3250,1695,1268,631,301,341,1801,1635,-237,2006-07
536,Atlanta Hawks,82,30,52,0.366,3976,7680,2831,6372,44.4,341,1038,32.9,1677,2203,76.1,976,2312,3288,1573,1306,609,446,421,1970,1853,-390,2006-07
537,Milwaukee Bucks,82,28,54,0.341,3971,8172,3121,6714,46.5,524,1472,35.6,1406,1919,73.3,941,2272,3213,1771,1240,587,224,433,1821,1718,-359,2006-07
538,Boston Celtics,82,24,58,0.293,3971,7857,2858,6454,44.3,471,1283,36.7,1670,2178,76.7,918,2391,3309,1630,1350,589,382,449,1971,1757,-280,2006-07
539,Memphis Grizzlies,82,22,60,0.268,3996,8331,2998,6448,46.5,500,1362,36.7,1835,2410,76.1,866,2375,3241,1680,1343,564,407,450,1827,1992,-422,2006-07
540,Detroit Pistons,82,64,18,0.78,3966,7941,2983,6558,45.5,557,1451,38.4,1418,1950,72.7,975,2347,3322,1971,931,580,490,285,1513,1710,547,2005-06
541,San Antonio Spurs,82,63,19,0.768,3961,7837,2993,6342,47.2,524,1362,38.5,1327,1891,70.2,851,2548,3399,1717,1126,543,467,343,1714,1689,559,2005-06
542,Dallas Mavericks,82,60,22,0.732,3976,8130,2948,6375,46.2,416,1113,37.4,1818,2322,78.3,1030,2431,3461,1473,1112,593,488,400,1834,1938,498,2005-06
543,Phoenix Suns,82,54,28,0.659,3991,8886,3430,7167,47.9,837,2097,39.9,1189,1475,80.6,778,2650,3428,2179,1088,549,412,282,1683,1623,455,2005-06
544,Miami Heat,82,52,30,0.634,3951,8191,3039,6355,47.8,497,1441,34.5,1616,2310,70,858,2675,3533,1692,1186,522,442,298,1871,1938,317,2005-06
545,Cleveland Cavaliers,82,50,32,0.61,3966,8002,2908,6412,45.4,497,1465,33.9,1689,2318,72.9,959,2511,3470,1560,1137,567,392,357,1733,1842,183,2005-06
546,Memphis Grizzlies,82,49,33,0.598,3971,7558,2746,6125,44.8,590,1578,37.4,1476,2077,71.1,834,2379,3213,1586,1134,600,442,456,1757,1867,303,2005-06
547,New Jersey Nets,82,49,33,0.598,3956,7691,2778,6317,44,477,1447,33,1658,2187,75.8,822,2539,3361,1884,1119,558,278,329,1903,1889,112,2005-06
548,Los Angeles Clippers,82,47,35,0.573,3961,7970,2993,6443,46.5,290,843,34.4,1694,2142,79.1,828,2704,3532,1708,1185,534,503,355,1872,1777,129,2005-06
549,Los Angeles Lakers,82,45,37,0.549,3971,8154,2992,6607,45.3,552,1583,34.9,1618,2172,74.5,970,2488,3458,1734,1143,628,350,354,1894,1925,205,2005-06
550,Denver Nuggets,82,44,38,0.537,3986,8227,3078,6672,46.1,350,1076,32.5,1721,2312,74.4,903,2486,3389,1921,1216,698,463,436,1863,1911,19,2005-06
551,Sacramento Kings,82,44,38,0.537,3966,8106,2954,6500,45.4,494,1408,35.1,1704,2173,78.4,852,2473,3325,1825,1199,608,299,403,1672,1870,126,2005-06
552,Washington Wizards,82,42,40,0.512,3966,8336,2975,6656,44.7,497,1394,35.7,1889,2496,75.7,1035,2344,3379,1523,1143,658,339,341,1855,2053,152,2005-06
553,Chicago Bulls,82,41,41,0.5,3981,8020,3004,6737,44.6,560,1477,37.9,1452,1967,73.8,906,2602,3508,1804,1224,508,345,420,2038,1882,52,2005-06
554,Indiana Pacers,82,41,41,0.5,3946,7699,2786,6274,44.4,536,1536,34.9,1591,2158,73.7,898,2559,3457,1631,1254,598,409,399,1821,1800,155,2005-06
555,Utah Jazz,82,41,41,0.5,3976,7573,2744,6207,44.2,311,925,33.6,1774,2466,71.9,1071,2380,3451,1772,1290,524,492,463,2032,2104,-216,2005-06
556,Milwaukee Bucks,82,40,42,0.488,3971,8020,2976,6566,45.3,507,1335,38,1561,2115,73.8,929,2448,3377,1769,1197,597,270,414,1902,1937,-85,2005-06
557,New Orleans/Oklahoma City Hornets,82,38,44,0.463,3961,7611,2831,6428,44,300,885,33.9,1649,2176,75.8,918,2379,3297,1519,1095,611,311,432,1786,1910,-231,2005-06
558,Philadelphia 76ers,82,38,44,0.463,3981,8147,3001,6546,45.8,375,1031,36.4,1770,2330,76,873,2425,3298,1653,1159,651,404,386,1712,1898,-160,2005-06
559,Orlando Magic,82,36,46,0.439,3981,7784,2911,6167,47.2,299,796,37.6,1663,2277,73,892,2402,3294,1495,1240,532,362,386,1908,1899,-88,2005-06
560,Seattle SuperSonics,82,35,47,0.427,3966,8411,3077,6711,45.9,605,1631,37.1,1652,2104,78.5,1013,2233,3246,1696,1208,622,306,399,1933,1820,-248,2005-06
561,Golden State Warriors,82,34,48,0.415,3966,8076,2939,6785,43.3,625,1832,34.1,1573,2190,71.8,980,2485,3465,1694,1156,604,356,409,1941,1918,-111,2005-06
562,Houston Rockets,82,34,48,0.415,3966,7387,2708,6252,43.3,469,1414,33.2,1502,1980,75.9,849,2565,3414,1580,1193,588,320,373,1863,1716,-130,2005-06
563,Boston Celtics,82,33,49,0.402,3976,8033,2951,6322,46.7,467,1290,36.2,1664,2204,75.5,813,2432,3245,1716,1359,578,422,404,2033,1837,-126,2005-06
564,Minnesota Timberwolves,82,33,49,0.402,3971,7522,2888,6340,45.6,310,942,32.9,1436,1895,75.8,811,2422,3233,1716,1189,559,471,374,1889,1736,-154,2005-06
565,Toronto Raptors,82,27,55,0.329,3991,8287,3013,6639,45.4,608,1620,37.5,1653,2089,79.1,864,2291,3155,1593,1071,529,272,359,1965,1834,-245,2005-06
566,Atlanta Hawks,82,26,56,0.317,3976,7972,2946,6496,45.4,424,1154,36.7,1656,2207,75,1069,2232,3301,1625,1284,587,394,422,2054,1855,-390,2005-06
567,Charlotte Bobcats,82,26,56,0.317,3981,7943,2961,6843,43.3,428,1261,33.9,1593,2186,72.9,990,2270,3260,1717,1167,822,354,441,1960,1929,-328,2005-06
568,New York Knicks,82,23,59,0.28,3986,7842,2822,6205,45.5,320,884,36.2,1878,2587,72.6,1033,2360,3393,1468,1449,555,271,436,2157,2051,-525,2005-06
569,Portland Trail Blazers,82,21,61,0.256,3946,7285,2791,6267,44.5,364,1042,34.9,1339,1944,68.9,886,2203,3089,1490,1205,529,435,403,1828,1704,-775,2005-06
570,Phoenix Suns,82,62,20,0.756,3956,9054,3351,7018,47.7,796,2026,39.3,1556,2080,74.8,967,2652,3619,1927,1125,572,453,342,1563,1,584,2004-05
571,Miami Heat,82,59,23,0.72,3996,8327,3097,6368,48.6,475,1260,37.7,1658,2466,67.2,887,2639,3526,1791,1127,528,474,264,1814,0,535,2004-05
572,San Antonio Spurs,82,59,23,0.72,3961,7888,2923,6450,45.3,507,1395,36.3,1535,2120,72.4,987,2489,3476,1770,1126,613,543,421,1717,4,640,2004-05
573,Dallas Mavericks,82,58,24,0.707,3946,8405,3058,6691,45.7,463,1273,36.4,1826,2314,78.9,990,2530,3520,1610,1102,708,461,399,1827,3,471,2004-05
574,Detroit Pistons,82,54,28,0.659,3991,7653,2851,6421,44.4,363,1053,34.5,1588,2150,73.9,1054,2507,3561,1787,1133,576,497,367,1638,3,317,2004-05
575,Seattle SuperSonics,82,52,30,0.634,3951,8113,2882,6498,44.4,666,1824,36.5,1683,2131,79,1041,2311,3352,1487,1113,553,338,390,1944,12,188,2004-05
576,Houston Rockets,82,51,31,0.622,3971,7796,2846,6419,44.3,553,1521,36.4,1551,1986,78.1,874,2601,3475,1733,1135,563,378,335,1807,0,331,2004-05
577,Sacramento Kings,82,50,32,0.61,3971,8505,3203,6978,45.9,522,1396,37.4,1577,2004,78.7,1023,2455,3478,2005,1073,674,316,365,1685,3,177,2004-05
578,Denver Nuggets,82,49,33,0.598,3951,8161,3038,6615,45.9,320,940,34,1765,2313,76.3,967,2473,3440,1958,1224,750,489,458,1878,6,166,2004-05
579,Chicago Bulls,82,47,35,0.573,3966,7745,2849,6592,43.2,511,1433,35.7,1536,2048,75,1001,2591,3592,1743,1371,576,369,434,2028,5,87,2004-05
580,Boston Celtics,82,45,37,0.549,3976,8304,3046,6511,46.8,437,1252,34.9,1775,2323,76.4,909,2438,3347,1810,1297,667,423,402,2000,3,71,2004-05
581,Memphis Grizzlies,82,45,37,0.549,3941,7661,2802,6271,44.7,531,1486,35.7,1526,2024,75.4,887,2307,3194,1716,1197,699,476,476,1910,3,188,2004-05
582,Washington Wizards,82,45,37,0.549,3956,8241,2966,6794,43.7,514,1498,34.3,1795,2476,72.5,1133,2374,3507,1563,1172,716,347,412,1807,1,-27,2004-05
583,Indiana Pacers,82,44,38,0.537,3981,7626,2668,6169,43.2,542,1575,34.4,1748,2206,79.2,868,2418,3286,1489,1173,615,357,398,1890,6,62,2004-05
584,Minnesota Timberwolves,82,44,38,0.537,3951,7934,3045,6629,45.9,395,1145,34.5,1449,1820,79.6,947,2580,3527,1918,1079,460,447,323,1774,3,119,2004-05
585,Philadelphia 76ers,82,43,39,0.524,3971,8128,2946,6736,43.7,505,1453,34.8,1731,2194,78.9,909,2536,3445,1710,1274,756,321,383,1878,4,-61,2004-05
586,Cleveland Cavaliers,82,42,40,0.512,3971,7914,2990,6687,44.7,300,904,33.2,1634,2174,75.2,1117,2352,3469,1851,1141,654,461,419,1850,4,65,2004-05
587,New Jersey Nets,82,42,40,0.512,3981,7496,2753,6419,42.9,435,1203,36.2,1555,2039,76.3,855,2387,3242,1772,1164,650,308,402,1985,1,-123,2004-05
588,Los Angeles Clippers,82,37,45,0.451,4006,7849,2924,6368,45.9,231,669,34.5,1770,2274,77.8,980,2455,3435,1901,1290,599,422,393,1819,2,-63,2004-05
589,Orlando Magic,82,36,46,0.439,3941,8160,3034,6679,45.4,320,916,34.9,1772,2335,75.9,1038,2544,3582,1583,1322,633,441,354,1937,2,-184,2004-05
590,Golden State Warriors,82,34,48,0.415,3981,8094,3029,7039,43,624,1774,35.2,1412,1955,72.2,1069,2436,3505,1811,1112,642,420,417,1833,2,-177,2004-05
591,Los Angeles Lakers,82,34,48,0.415,3956,8095,2895,6629,43.7,644,1813,35.5,1661,2137,77.7,1028,2511,3539,1672,1176,508,344,420,1794,1,-243,2004-05
592,New York Knicks,82,33,49,0.402,3976,7977,2978,6599,45.1,441,1240,35.6,1580,2060,76.7,965,2393,3358,1665,1204,629,260,389,1942,5,-200,2004-05
593,Toronto Raptors,82,33,49,0.402,3961,8178,2952,6656,44.4,648,1681,38.5,1626,2101,77.4,844,2444,3288,1670,1087,621,317,360,1876,2,-133,2004-05
594,Milwaukee Bucks,82,30,52,0.366,3956,7973,2964,6580,45,325,925,35.1,1720,2229,77.2,985,2405,3390,1720,1132,529,289,370,1797,5,-245,2004-05
595,Portland Trail Blazers,82,27,55,0.329,3946,7621,2896,6422,45.1,420,1161,36.2,1409,1944,72.5,970,2404,3374,1722,1308,583,544,414,1703,5,-328,2004-05
596,Utah Jazz,82,26,56,0.317,3956,7625,2828,6301,44.9,250,762,32.8,1719,2272,75.7,1047,2243,3290,1826,1292,541,374,474,2189,1,-350,2004-05
597,Charlotte Bobcats,82,18,64,0.22,3976,7729,2961,6859,43.2,320,881,36.3,1487,2096,70.9,1083,2335,3418,1794,1192,695,440,446,1894,4,-491,2004-05
598,New Orleans Hornets,82,18,64,0.22,3986,7252,2718,6556,41.5,415,1316,31.5,1401,1830,76.6,1019,2281,3300,1724,1217,550,310,452,1883,4,-580,2004-05
599,Atlanta Hawks,82,13,69,0.159,3971,7605,2942,6672,44.1,304,973,31.2,1417,1994,71.1,1100,2335,3435,1614,1319,629,344,484,2009,1,-796,2004-05
600,Indiana Pacers,82,61,21,0.744,3961,7493,2753,6322,43.5,449,1281,35.1,1538,2014,76.4,965,2452,3417,1774,1182,726,411,512,1709,5,472,2003-04
601,Minnesota Timberwolves,82,58,24,0.707,3951,7753,3033,6571,46.2,326,897,36.3,1361,1743,78.1,875,2645,3520,1890,1043,561,462,296,1731,6,450,2003-04
602,San Antonio Spurs,82,57,25,0.695,3951,7501,2842,6434,44.2,408,1140,35.8,1409,2069,68.1,1029,2669,3698,1676,1203,661,537,380,1667,2,592,2003-04
603,Los Angeles Lakers,82,56,26,0.683,3971,8052,3028,6676,45.4,365,1115,32.7,1631,2352,69.3,1001,2535,3536,1948,1132,682,379,308,1732,5,320,2003-04
604,Sacramento Kings,82,55,27,0.671,3956,8433,3103,6711,46.2,601,1498,40.1,1626,2044,79.5,888,2492,3380,2152,1137,710,325,413,1586,4,411,2003-04
605,Detroit Pistons,82,54,28,0.659,3956,7388,2747,6314,43.5,333,968,34.4,1561,2074,75.3,1014,2492,3506,1702,1241,659,570,410,1664,4,479,2003-04
606,Dallas Mavericks,82,52,30,0.634,3961,8626,3322,7230,45.9,507,1456,34.8,1475,1854,79.6,1174,2538,3712,1963,1000,656,437,382,1609,3,364,2003-04
607,Memphis Grizzlies,82,50,32,0.61,3976,7930,2963,6657,44.5,447,1314,34,1557,2143,72.7,1047,2381,3428,1915,1226,795,565,461,1903,4,200,2003-04
608,New Jersey Nets,82,47,35,0.573,3941,7401,2813,6372,44.1,377,1123,33.6,1398,1856,75.3,862,2473,3335,2009,1209,709,322,374,1722,5,205,2003-04
609,Houston Rockets,82,45,37,0.549,3986,7362,2738,6195,44.2,515,1406,36.6,1371,1774,77.3,847,2647,3494,1579,1373,560,443,359,1762,3,142,2003-04
610,Denver Nuggets,82,43,39,0.524,3946,7972,2993,6763,44.3,331,985,33.6,1655,2159,76.7,1083,2387,3470,1794,1278,745,520,479,1804,6,88,2003-04
611,Miami Heat,82,42,40,0.512,3951,7402,2729,6417,42.5,485,1357,35.7,1459,1915,76.2,940,2459,3399,1565,1137,590,313,439,1812,4,43,2003-04
612,Utah Jazz,82,42,40,0.512,3956,7271,2690,6172,43.6,252,786,32.1,1639,2196,74.6,1103,2272,3375,1671,1365,581,494,530,2096,5,-100,2003-04
613,Milwaukee Bucks,82,41,41,0.5,3956,8039,2970,6650,44.7,401,1145,35,1698,2192,77.5,960,2502,3462,1872,1110,554,383,406,1668,3,87,2003-04
614,New Orleans Hornets,82,41,41,0.5,3966,7529,2772,6605,42,531,1666,31.9,1454,1937,75.1,1091,2418,3509,1716,1228,708,346,429,1715,7,-11,2003-04
615,Portland Trail Blazers,82,41,41,0.5,3996,7440,2898,6467,44.8,381,1102,34.6,1263,1728,73.1,1040,2376,3416,1768,1213,613,443,390,1554,4,-104,2003-04
616,New York Knicks,82,39,43,0.476,3976,7542,2881,6513,44.2,406,1115,36.4,1374,1732,79.3,950,2543,3493,1695,1289,608,391,383,1897,3,-121,2003-04
617,Golden State Warriors,82,37,45,0.451,3971,7649,2875,6511,44.2,429,1283,33.4,1470,2028,72.5,1002,2533,3535,1681,1211,576,389,418,1691,2,-60,2003-04
618,Seattle SuperSonics,82,37,45,0.451,3961,7964,2939,6590,44.6,723,1936,37.3,1363,1782,76.5,907,2318,3225,1782,1188,661,387,387,1784,5,-52,2003-04
619,Boston Celtics,82,36,46,0.439,3941,7811,2843,6415,44.3,553,1599,34.6,1572,2095,75,851,2440,3291,1683,1332,770,331,408,1837,2,-119,2003-04
620,Cleveland Cavaliers,82,35,47,0.427,3971,7619,2922,6753,43.3,247,786,31.4,1528,2030,75.3,1118,2619,3737,1808,1216,585,537,434,1743,2,-215,2003-04
621,Philadelphia 76ers,82,33,49,0.402,3971,7215,2682,6260,42.8,339,992,34.2,1512,2009,75.3,941,2408,3349,1640,1307,654,358,463,1701,1,-204,2003-04
622,Toronto Raptors,82,33,49,0.402,3996,7006,2654,6348,41.8,461,1294,35.6,1237,1650,75,830,2419,3249,1574,1165,604,402,333,1748,2,-247,2003-04
623,Phoenix Suns,82,29,53,0.354,3946,7723,2958,6671,44.3,415,1202,34.5,1392,1865,74.6,924,2406,3330,1586,1249,734,383,431,1862,3,-307,2003-04
624,Atlanta Hawks,82,28,54,0.341,3981,7611,2829,6529,43.3,419,1249,33.5,1534,1976,77.6,996,2507,3503,1648,1350,627,408,416,1826,3,-381,2003-04
625,Los Angeles Clippers,82,28,54,0.341,3961,7771,2817,6579,42.8,329,1024,32.1,1808,2302,78.5,1149,2416,3565,1653,1344,594,376,437,1816,3,-376,2003-04
626,Washington Wizards,82,25,57,0.305,3966,7531,2759,6557,42.1,434,1270,34.2,1579,2211,71.4,1115,2392,3507,1537,1439,733,406,448,1712,3,-459,2003-04
627,Chicago Bulls,82,23,59,0.28,3966,7355,2798,6753,41.4,429,1256,34.2,1330,1834,72.5,1048,2519,3567,1793,1321,659,396,446,1911,3,-521,2003-04
628,Orlando Magic,82,21,61,0.256,3966,7711,2904,6768,42.9,429,1248,34.4,1474,2000,73.7,1003,2350,3353,1584,1123,547,308,450,1744,4,-576,2003-04
629,Dallas Mavericks,82,60,22,0.732,3956,8444,3161,6982,45.3,636,1668,38.1,1486,1793,82.9,912,2544,3456,1837,948,666,449,322,1730,8,638,2002-03
630,San Antonio Spurs,82,60,22,0.732,3966,7856,2908,6297,46.2,449,1270,35.4,1591,2194,72.5,939,2556,3495,1636,1295,629,529,422,1672,4,444,2002-03
631,Sacramento Kings,82,59,23,0.72,3966,8342,3242,6990,46.4,491,1288,38.1,1367,1832,74.6,900,2751,3651,2034,1192,736,457,356,1666,0,533,2002-03
632,Minnesota Timberwolves,82,51,31,0.622,3961,8046,3172,6809,46.6,296,804,36.8,1406,1826,77,959,2614,3573,2070,1124,553,433,405,1704,4,170,2002-03
633,Detroit Pistons,82,50,32,0.61,3981,7492,2700,6277,43,533,1488,35.8,1559,2021,77.1,883,2445,3328,1620,1104,556,468,355,1748,13,302,2002-03
634,Los Angeles Lakers,82,50,32,0.61,3986,8230,3091,6856,45.1,486,1367,35.6,1562,2129,73.4,1078,2554,3632,1909,1192,639,470,311,1874,6,191,2002-03
635,Portland Trail Blazers,82,50,32,0.61,3970,7803,2987,6491,46,379,1150,33,1450,1947,74.5,992,2378,3370,1860,1248,725,316,391,1634,5,214,2002-03
636,New Jersey Nets,82,49,33,0.598,3951,7820,2906,6585,44.1,346,1041,33.2,1662,2195,75.7,991,2528,3519,1887,1212,717,374,423,1772,5,428,2002-03
637,Indiana Pacers,82,48,34,0.585,3981,7940,2911,6608,44.1,379,1119,33.9,1739,2271,76.6,1004,2622,3626,1910,1210,696,443,513,1811,9,286,2002-03
638,Philadelphia 76ers,82,48,34,0.585,3971,7941,2975,6640,44.8,245,787,31.1,1746,2253,77.5,1042,2415,3457,1771,1212,844,284,521,1804,8,189,2002-03
639,New Orleans Hornets,82,47,35,0.573,3981,7699,2914,6695,43.5,404,1075,37.6,1467,1910,76.8,1097,2475,3572,1807,1212,656,394,427,1769,10,173,2002-03
640,Utah Jazz,82,47,35,0.573,3956,7762,2894,6189,46.8,224,641,34.9,1750,2349,74.5,1021,2381,3402,2103,1375,707,467,427,1837,7,196,2002-03
641,Boston Celtics,82,44,38,0.537,3966,7599,2700,6509,41.5,719,2155,33.4,1480,1994,74.2,849,2471,3320,1575,1147,720,303,367,1758,4,-32,2002-03
642,Phoenix Suns,82,44,38,0.537,3961,7834,3005,6776,44.3,394,1149,34.3,1430,1928,74.2,1049,2440,3489,1719,1208,665,404,453,1801,7,93,2002-03
643,Houston Rockets,82,43,39,0.524,3986,7688,2840,6461,44,439,1267,34.6,1569,2044,76.8,1024,2564,3588,1506,1276,594,493,381,1602,5,121,2002-03
644,Milwaukee Bucks,82,42,40,0.512,3981,8158,3045,6670,45.7,585,1526,38.3,1483,1911,77.6,876,2367,3243,1823,1044,622,344,333,1820,6,19,2002-03
645,Orlando Magic,82,42,40,0.512,3961,8078,2947,6763,43.6,568,1590,35.7,1616,2079,77.7,958,2392,3350,1676,1177,696,300,411,1888,6,11,2002-03
646,Seattle SuperSonics,82,40,42,0.488,3971,7555,2887,6599,43.7,456,1291,35.3,1325,1780,74.4,963,2385,3348,1775,1085,679,295,409,1712,6,-10,2002-03
647,Golden State Warriors,82,38,44,0.463,3951,8400,3061,6941,44.1,425,1235,34.4,1853,2382,77.8,1284,2546,3830,1712,1295,594,506,491,1786,0,-93,2002-03
648,New York Knicks,82,37,45,0.451,3971,7860,2967,6725,44.1,606,1582,38.3,1320,1620,81.5,842,2376,3218,1800,1149,579,255,308,1888,10,-111,2002-03
649,Washington Wizards,82,37,45,0.451,3966,7502,2816,6394,44,253,811,31.2,1617,2077,77.9,917,2395,3312,1612,1095,621,390,358,1644,3,-83,2002-03
650,Atlanta Hawks,82,35,47,0.427,3981,7714,2859,6434,44.4,402,1141,35.2,1594,2011,79.3,937,2558,3495,1679,1367,611,473,409,1783,8,-292,2002-03
651,Chicago Bulls,82,30,52,0.366,3985,7786,2991,6714,44.5,349,997,35,1455,2014,72.2,985,2541,3526,1782,1388,605,461,413,2028,8,-421,2002-03
652,Memphis Grizzlies,82,28,54,0.341,3986,7995,3049,6743,45.2,467,1279,36.5,1430,1936,73.9,943,2466,3409,1892,1262,651,500,430,1678,1,-265,2002-03
653,Los Angeles Clippers,82,27,55,0.329,3951,7693,2835,6490,43.7,390,1178,33.1,1633,2177,75,1008,2462,3470,1605,1291,574,461,418,1784,2,-338,2002-03
654,Miami Heat,82,25,57,0.305,3966,7016,2688,6517,41.2,348,1100,31.6,1292,1689,76.5,948,2464,3412,1501,1167,592,324,436,1856,5,-414,2002-03
655,Toronto Raptors,82,24,58,0.293,3961,7453,2847,6664,42.7,409,1193,34.3,1350,1879,71.8,1023,2355,3378,1583,1181,609,392,406,1761,5,-481,2002-03
656,Cleveland Cavaliers,82,17,65,0.207,3966,7495,2850,6746,42.2,293,897,32.7,1502,2012,74.7,1118,2542,3660,1712,1501,636,521,494,1864,5,-789,2002-03
657,Denver Nuggets,82,17,65,0.207,3946,6901,2689,6544,41.1,229,824,27.8,1294,1850,69.9,1112,2363,3475,1737,1514,712,422,538,2056,11,-679,2002-03
658,Sacramento Kings,82,61,21,0.744,3951,8578,3267,7003,46.7,426,1160,36.7,1618,2154,75.1,1013,2702,3715,1959,1128,741,375,387,1560,9,624,2001-02
659,Los Angeles Lakers,82,58,24,0.707,3956,8304,3150,6840,46.1,510,1439,35.4,1494,2138,69.9,1022,2607,3629,1882,1040,625,478,354,1823,8,584,2001-02
660,San Antonio Spurs,82,58,24,0.707,3971,7932,2913,6363,45.8,438,1211,36.2,1668,2249,74.2,907,2566,3473,1643,1180,625,537,428,1575,8,509,2001-02
661,Dallas Mavericks,82,57,25,0.695,3976,8629,3200,6930,46.2,621,1645,37.8,1608,1994,80.6,918,2568,3486,1811,992,581,392,377,1842,8,349,2001-02
662,New Jersey Nets,82,52,30,0.634,3966,7889,3042,6816,44.6,403,1194,33.8,1402,1907,73.5,1039,2515,3554,1990,1189,716,490,439,1734,9,341,2001-02
663,Detroit Pistons,82,50,32,0.61,3936,7735,2845,6301,45.2,567,1509,37.6,1478,1954,75.6,811,2366,3177,1765,1193,648,565,335,1695,6,175,2001-02
664,Minnesota Timberwolves,82,50,32,0.61,3961,8145,3175,6887,46.1,396,1047,37.8,1399,1754,79.8,1059,2562,3621,1993,1097,524,427,407,1739,7,277,2001-02
665,Boston Celtics,82,49,33,0.598,3966,7901,2852,6731,42.4,699,1946,35.9,1498,1960,76.4,891,2570,3461,1722,1114,793,292,476,1776,3,181,2001-02
666,Portland Trail Blazers,82,49,33,0.598,3966,7925,3004,6671,45,466,1318,35.4,1451,1901,76.3,1085,2444,3529,1926,1172,702,368,410,1613,7,245,2001-02
